"","Concept","ID","Question","ChoiceNumber"
"7770","Donald Trump","32","Ronald Reagan Elizabeth Warren",0
"7771","Donald Trump","32","Ronald Reagan George W. Bush",0
"7772","Donald Trump","32","Ronald Reagan Hillary Clinton",0
"7773","Donald Trump","32","Ronald Reagan Joe Biden",0
"7774","Donald Trump","32","Ronald Reagan Richard Nixon",1
"7775","Abraham Lincoln","33","Barack Obama Bernie Sanders",0
"7776","Abraham Lincoln","33","Barack Obama Donald Trump",0
"7777","Abraham Lincoln","33","Barack Obama Elizabeth Warren",0
"7778","Abraham Lincoln","33","Barack Obama George W. Bush",0
"7779","Abraham Lincoln","33","Barack Obama Hillary Clinton",0
"7780","Abraham Lincoln","33","Barack Obama Joe Biden",0
"7781","Abraham Lincoln","33","Barack Obama Richard Nixon",0
"7782","Abraham Lincoln","33","Barack Obama Ronald Reagan",0
"7783","Abraham Lincoln","33","Bernie Sanders Barack Obama",1
"7784","Abraham Lincoln","33","Bernie Sanders Donald Trump",0
"7785","Abraham Lincoln","33","Bernie Sanders Elizabeth Warren",1
"7786","Abraham Lincoln","33","Bernie Sanders George W. Bush",0
"7787","Abraham Lincoln","33","Bernie Sanders Hillary Clinton",0
"7788","Abraham Lincoln","33","Bernie Sanders Joe Biden",1
"7789","Abraham Lincoln","33","Bernie Sanders Richard Nixon",0
"7790","Abraham Lincoln","33","Bernie Sanders Ronald Reagan",1
"7791","Abraham Lincoln","33","Donald Trump Barack Obama",1
"7792","Abraham Lincoln","33","Donald Trump Bernie Sanders",1
"7793","Abraham Lincoln","33","Donald Trump Elizabeth Warren",1
"7794","Abraham Lincoln","33","Donald Trump George W. Bush",0
"7795","Abraham Lincoln","33","Donald Trump Hillary Clinton",0
"7796","Abraham Lincoln","33","Donald Trump Joe Biden",1
"7797","Abraham Lincoln","33","Donald Trump Richard Nixon",0
"7798","Abraham Lincoln","33","Donald Trump Ronald Reagan",1
"7799","Abraham Lincoln","33","Elizabeth Warren Barack Obama",1
"7800","Abraham Lincoln","33","Elizabeth Warren Bernie Sanders",0
"7801","Abraham Lincoln","33","Elizabeth Warren Donald Trump",0
"7802","Abraham Lincoln","33","Elizabeth Warren George W. Bush",0
"7803","Abraham Lincoln","33","Elizabeth Warren Hillary Clinton",0
"7804","Abraham Lincoln","33","Elizabeth Warren Joe Biden",1
"7805","Abraham Lincoln","33","Elizabeth Warren Richard Nixon",0
"7806","Abraham Lincoln","33","Elizabeth Warren Ronald Reagan",1
"7807","Abraham Lincoln","33","George W. Bush Barack Obama",1
"7808","Abraham Lincoln","33","George W. Bush Bernie Sanders",1
"7809","Abraham Lincoln","33","George W. Bush Donald Trump",1
"7810","Abraham Lincoln","33","George W. Bush Elizabeth Warren",1
"7811","Abraham Lincoln","33","George W. Bush Hillary Clinton",1
"7812","Abraham Lincoln","33","George W. Bush Joe Biden",1
"7813","Abraham Lincoln","33","George W. Bush Richard Nixon",1
"7814","Abraham Lincoln","33","George W. Bush Ronald Reagan",1
"7815","Abraham Lincoln","33","Hillary Clinton Barack Obama",1
"7816","Abraham Lincoln","33","Hillary Clinton Bernie Sanders",0
"7817","Abraham Lincoln","33","Hillary Clinton Donald Trump",0
"7818","Abraham Lincoln","33","Hillary Clinton Elizabeth Warren",0
"7819","Abraham Lincoln","33","Hillary Clinton George W. Bush",0
"7820","Abraham Lincoln","33","Hillary Clinton Joe Biden",0
"7821","Abraham Lincoln","33","Hillary Clinton Richard Nixon",0
"7822","Abraham Lincoln","33","Hillary Clinton Ronald Reagan",0
"7823","Abraham Lincoln","33","Joe Biden Barack Obama",1
"7824","Abraham Lincoln","33","Joe Biden Bernie Sanders",0
"7825","Abraham Lincoln","33","Joe Biden Donald Trump",0
"7826","Abraham Lincoln","33","Joe Biden Elizabeth Warren",0
"7827","Abraham Lincoln","33","Joe Biden George W. Bush",0
"7828","Abraham Lincoln","33","Joe Biden Hillary Clinton",0
"7829","Abraham Lincoln","33","Joe Biden Richard Nixon",0
"7830","Abraham Lincoln","33","Joe Biden Ronald Reagan",0
"7831","Abraham Lincoln","33","Richard Nixon Barack Obama",1
"7832","Abraham Lincoln","33","Richard Nixon Bernie Sanders",1
"7833","Abraham Lincoln","33","Richard Nixon Donald Trump",0
"7834","Abraham Lincoln","33","Richard Nixon Elizabeth Warren",1
"7835","Abraham Lincoln","33","Richard Nixon George W. Bush",0
"7836","Abraham Lincoln","33","Richard Nixon Hillary Clinton",1
"7837","Abraham Lincoln","33","Richard Nixon Joe Biden",1
"7838","Abraham Lincoln","33","Richard Nixon Ronald Reagan",0
"7839","Abraham Lincoln","33","Ronald Reagan Barack Obama",1
"7840","Abraham Lincoln","33","Ronald Reagan Bernie Sanders",1
"7841","Abraham Lincoln","33","Ronald Reagan Donald Trump",0
"7842","Abraham Lincoln","33","Ronald Reagan Elizabeth Warren",1
"7843","Abraham Lincoln","33","Ronald Reagan George W. Bush",0
"7844","Abraham Lincoln","33","Ronald Reagan Hillary Clinton",0
"7845","Abraham Lincoln","33","Ronald Reagan Joe Biden",1
"7846","Abraham Lincoln","33","Ronald Reagan Richard Nixon",0
"7847","Barack Obama","33","Abraham Lincoln Bernie Sanders",1
"7848","Barack Obama","33","Abraham Lincoln Donald Trump",0
"7849","Barack Obama","33","Abraham Lincoln Elizabeth Warren",0
"7850","Barack Obama","33","Abraham Lincoln George W. Bush",0
"7851","Barack Obama","33","Abraham Lincoln Hillary Clinton",0
"7852","Barack Obama","33","Abraham Lincoln Joe Biden",0
"7853","Barack Obama","33","Abraham Lincoln Richard Nixon",0
"7854","Barack Obama","33","Abraham Lincoln Ronald Reagan",0
"7855","Barack Obama","33","Bernie Sanders Abraham Lincoln",0
"7856","Barack Obama","33","Bernie Sanders Donald Trump",0
"7857","Barack Obama","33","Bernie Sanders Elizabeth Warren",0
"7858","Barack Obama","33","Bernie Sanders George W. Bush",0
"7859","Barack Obama","33","Bernie Sanders Hillary Clinton",1
"7860","Barack Obama","33","Bernie Sanders Joe Biden",1
"7861","Barack Obama","33","Bernie Sanders Richard Nixon",0
"7862","Barack Obama","33","Bernie Sanders Ronald Reagan",0
"7863","Barack Obama","33","Donald Trump Abraham Lincoln",1
"7864","Barack Obama","33","Donald Trump Bernie Sanders",1
"7865","Barack Obama","33","Donald Trump Elizabeth Warren",1
"7866","Barack Obama","33","Donald Trump George W. Bush",0
"7867","Barack Obama","33","Donald Trump Hillary Clinton",1
"7868","Barack Obama","33","Donald Trump Joe Biden",1
"7869","Barack Obama","33","Donald Trump Richard Nixon",0
"7870","Barack Obama","33","Donald Trump Ronald Reagan",1
"7871","Barack Obama","33","Elizabeth Warren Abraham Lincoln",1
"7872","Barack Obama","33","Elizabeth Warren Bernie Sanders",0
"7873","Barack Obama","33","Elizabeth Warren Donald Trump",0
"7874","Barack Obama","33","Elizabeth Warren George W. Bush",0
"7875","Barack Obama","33","Elizabeth Warren Hillary Clinton",1
"7876","Barack Obama","33","Elizabeth Warren Joe Biden",1
"7877","Barack Obama","33","Elizabeth Warren Richard Nixon",0
"7878","Barack Obama","33","Elizabeth Warren Ronald Reagan",0
"7879","Barack Obama","33","George W. Bush Abraham Lincoln",1
"7880","Barack Obama","33","George W. Bush Bernie Sanders",1
"7881","Barack Obama","33","George W. Bush Donald Trump",1
"7882","Barack Obama","33","George W. Bush Elizabeth Warren",1
"7883","Barack Obama","33","George W. Bush Hillary Clinton",1
"7884","Barack Obama","33","George W. Bush Joe Biden",1
"7885","Barack Obama","33","George W. Bush Richard Nixon",0
"7886","Barack Obama","33","George W. Bush Ronald Reagan",0
"7887","Barack Obama","33","Hillary Clinton Abraham Lincoln",1
"7888","Barack Obama","33","Hillary Clinton Bernie Sanders",0
"7889","Barack Obama","33","Hillary Clinton Donald Trump",0
"7890","Barack Obama","33","Hillary Clinton Elizabeth Warren",0
"7891","Barack Obama","33","Hillary Clinton George W. Bush",0
"7892","Barack Obama","33","Hillary Clinton Joe Biden",1
"7893","Barack Obama","33","Hillary Clinton Richard Nixon",0
"7894","Barack Obama","33","Hillary Clinton Ronald Reagan",0
"7895","Barack Obama","33","Joe Biden Abraham Lincoln",0
"7896","Barack Obama","33","Joe Biden Bernie Sanders",0
"7897","Barack Obama","33","Joe Biden Donald Trump",0
"7898","Barack Obama","33","Joe Biden Elizabeth Warren",0
"7899","Barack Obama","33","Joe Biden George W. Bush",0
"7900","Barack Obama","33","Joe Biden Hillary Clinton",0
"7901","Barack Obama","33","Joe Biden Richard Nixon",0
"7902","Barack Obama","33","Joe Biden Ronald Reagan",0
"7903","Barack Obama","33","Richard Nixon Abraham Lincoln",1
"7904","Barack Obama","33","Richard Nixon Bernie Sanders",1
"7905","Barack Obama","33","Richard Nixon Donald Trump",0
"7906","Barack Obama","33","Richard Nixon Elizabeth Warren",1
"7907","Barack Obama","33","Richard Nixon George W. Bush",1
"7908","Barack Obama","33","Richard Nixon Hillary Clinton",1
"7909","Barack Obama","33","Richard Nixon Joe Biden",1
"7910","Barack Obama","33","Richard Nixon Ronald Reagan",1
"7911","Barack Obama","33","Ronald Reagan Abraham Lincoln",1
"7912","Barack Obama","33","Ronald Reagan Bernie Sanders",1
"7913","Barack Obama","33","Ronald Reagan Donald Trump",0
"7914","Barack Obama","33","Ronald Reagan Elizabeth Warren",1
"7915","Barack Obama","33","Ronald Reagan George W. Bush",0
"7916","Barack Obama","33","Ronald Reagan Hillary Clinton",1
"7917","Barack Obama","33","Ronald Reagan Joe Biden",1
"7918","Barack Obama","33","Ronald Reagan Richard Nixon",0
"7919","Bernie Sanders","33","Abraham Lincoln Barack Obama",1
"7920","Bernie Sanders","33","Abraham Lincoln Donald Trump",0
"7921","Bernie Sanders","33","Abraham Lincoln Elizabeth Warren",1
"7922","Bernie Sanders","33","Abraham Lincoln George W. Bush",0
"7923","Bernie Sanders","33","Abraham Lincoln Hillary Clinton",0
"7924","Bernie Sanders","33","Abraham Lincoln Joe Biden",0
"7925","Bernie Sanders","33","Abraham Lincoln Richard Nixon",0
"7926","Bernie Sanders","33","Abraham Lincoln Ronald Reagan",0
"7927","Bernie Sanders","33","Barack Obama Abraham Lincoln",0
"7928","Bernie Sanders","33","Barack Obama Donald Trump",0
"7929","Bernie Sanders","33","Barack Obama Elizabeth Warren",1
"7930","Bernie Sanders","33","Barack Obama George W. Bush",0
"7931","Bernie Sanders","33","Barack Obama Hillary Clinton",0
"7932","Bernie Sanders","33","Barack Obama Joe Biden",0
"7933","Bernie Sanders","33","Barack Obama Richard Nixon",0
"7934","Bernie Sanders","33","Barack Obama Ronald Reagan",0
"7935","Bernie Sanders","33","Donald Trump Abraham Lincoln",1
"7936","Bernie Sanders","33","Donald Trump Barack Obama",1
"7937","Bernie Sanders","33","Donald Trump Elizabeth Warren",1
"7938","Bernie Sanders","33","Donald Trump George W. Bush",0
"7939","Bernie Sanders","33","Donald Trump Hillary Clinton",1
"7940","Bernie Sanders","33","Donald Trump Joe Biden",1
"7941","Bernie Sanders","33","Donald Trump Richard Nixon",0
"7942","Bernie Sanders","33","Donald Trump Ronald Reagan",0
"7943","Bernie Sanders","33","Elizabeth Warren Abraham Lincoln",0
"7944","Bernie Sanders","33","Elizabeth Warren Barack Obama",0
"7945","Bernie Sanders","33","Elizabeth Warren Donald Trump",0
"7946","Bernie Sanders","33","Elizabeth Warren George W. Bush",0
"7947","Bernie Sanders","33","Elizabeth Warren Hillary Clinton",0
"7948","Bernie Sanders","33","Elizabeth Warren Joe Biden",0
"7949","Bernie Sanders","33","Elizabeth Warren Richard Nixon",0
"7950","Bernie Sanders","33","Elizabeth Warren Ronald Reagan",0
"7951","Bernie Sanders","33","George W. Bush Abraham Lincoln",1
"7952","Bernie Sanders","33","George W. Bush Barack Obama",1
"7953","Bernie Sanders","33","George W. Bush Donald Trump",1
"7954","Bernie Sanders","33","George W. Bush Elizabeth Warren",1
"7955","Bernie Sanders","33","George W. Bush Hillary Clinton",1
"7956","Bernie Sanders","33","George W. Bush Joe Biden",1
"7957","Bernie Sanders","33","George W. Bush Richard Nixon",1
"7958","Bernie Sanders","33","George W. Bush Ronald Reagan",1
"7959","Bernie Sanders","33","Hillary Clinton Abraham Lincoln",1
"7960","Bernie Sanders","33","Hillary Clinton Barack Obama",1
"7961","Bernie Sanders","33","Hillary Clinton Donald Trump",0
"7962","Bernie Sanders","33","Hillary Clinton Elizabeth Warren",1
"7963","Bernie Sanders","33","Hillary Clinton George W. Bush",0
"7964","Bernie Sanders","33","Hillary Clinton Joe Biden",1
"7965","Bernie Sanders","33","Hillary Clinton Richard Nixon",0
"7966","Bernie Sanders","33","Hillary Clinton Ronald Reagan",0
"7967","Bernie Sanders","33","Joe Biden Abraham Lincoln",0
"7968","Bernie Sanders","33","Joe Biden Barack Obama",1
"7969","Bernie Sanders","33","Joe Biden Donald Trump",0
"7970","Bernie Sanders","33","Joe Biden Elizabeth Warren",1
"7971","Bernie Sanders","33","Joe Biden George W. Bush",0
"7972","Bernie Sanders","33","Joe Biden Hillary Clinton",0
"7973","Bernie Sanders","33","Joe Biden Richard Nixon",0
"7974","Bernie Sanders","33","Joe Biden Ronald Reagan",0
"7975","Bernie Sanders","33","Richard Nixon Abraham Lincoln",1
"7976","Bernie Sanders","33","Richard Nixon Barack Obama",1
"7977","Bernie Sanders","33","Richard Nixon Donald Trump",1
"7978","Bernie Sanders","33","Richard Nixon Elizabeth Warren",1
"7979","Bernie Sanders","33","Richard Nixon George W. Bush",0
"7980","Bernie Sanders","33","Richard Nixon Hillary Clinton",1
"7981","Bernie Sanders","33","Richard Nixon Joe Biden",1
"7982","Bernie Sanders","33","Richard Nixon Ronald Reagan",0
"7983","Bernie Sanders","33","Ronald Reagan Abraham Lincoln",1
"7984","Bernie Sanders","33","Ronald Reagan Barack Obama",1
"7985","Bernie Sanders","33","Ronald Reagan Donald Trump",1
"7986","Bernie Sanders","33","Ronald Reagan Elizabeth Warren",1
"7987","Bernie Sanders","33","Ronald Reagan George W. Bush",0
"7988","Bernie Sanders","33","Ronald Reagan Hillary Clinton",1
"7989","Bernie Sanders","33","Ronald Reagan Joe Biden",1
"7990","Bernie Sanders","33","Ronald Reagan Richard Nixon",1
"7991","Donald Trump","33","Abraham Lincoln Barack Obama",0
"7992","Donald Trump","33","Abraham Lincoln Bernie Sanders",1
"7993","Donald Trump","33","Abraham Lincoln Elizabeth Warren",0
"7994","Donald Trump","33","Abraham Lincoln George W. Bush",0
"7995","Donald Trump","33","Abraham Lincoln Hillary Clinton",0
"7996","Donald Trump","33","Abraham Lincoln Joe Biden",0
"7997","Donald Trump","33","Abraham Lincoln Richard Nixon",1
"7998","Donald Trump","33","Abraham Lincoln Ronald Reagan",1
"7999","Donald Trump","33","Barack Obama Abraham Lincoln",0
"8000","Donald Trump","33","Barack Obama Bernie Sanders",0
"8001","Donald Trump","33","Barack Obama Elizabeth Warren",0
"8002","Donald Trump","33","Barack Obama George W. Bush",0
"8003","Donald Trump","33","Barack Obama Hillary Clinton",0
"8004","Donald Trump","33","Barack Obama Joe Biden",1
"8005","Donald Trump","33","Barack Obama Richard Nixon",0
"8006","Donald Trump","33","Barack Obama Ronald Reagan",1
"8007","Donald Trump","33","Bernie Sanders Abraham Lincoln",1
"8008","Donald Trump","33","Bernie Sanders Barack Obama",1
"8009","Donald Trump","33","Bernie Sanders Elizabeth Warren",0
"8010","Donald Trump","33","Bernie Sanders George W. Bush",1
"8011","Donald Trump","33","Bernie Sanders Hillary Clinton",1
"8012","Donald Trump","33","Bernie Sanders Joe Biden",1
"8013","Donald Trump","33","Bernie Sanders Richard Nixon",1
"8014","Donald Trump","33","Bernie Sanders Ronald Reagan",1
"8015","Donald Trump","33","Elizabeth Warren Abraham Lincoln",1
"8016","Donald Trump","33","Elizabeth Warren Barack Obama",1
"8017","Donald Trump","33","Elizabeth Warren Bernie Sanders",1
"8018","Donald Trump","33","Elizabeth Warren George W. Bush",1
"8019","Donald Trump","33","Elizabeth Warren Hillary Clinton",1
"8020","Donald Trump","33","Elizabeth Warren Joe Biden",1
"8021","Donald Trump","33","Elizabeth Warren Richard Nixon",1
"8022","Donald Trump","33","Elizabeth Warren Ronald Reagan",1
"8023","Donald Trump","33","George W. Bush Abraham Lincoln",1
"8024","Donald Trump","33","George W. Bush Barack Obama",0
"8025","Donald Trump","33","George W. Bush Bernie Sanders",1
"8026","Donald Trump","33","George W. Bush Elizabeth Warren",0
"8027","Donald Trump","33","George W. Bush Hillary Clinton",0
"8028","Donald Trump","33","George W. Bush Joe Biden",1
"8029","Donald Trump","33","George W. Bush Richard Nixon",0
"8030","Donald Trump","33","George W. Bush Ronald Reagan",0
"8031","Donald Trump","33","Hillary Clinton Abraham Lincoln",1
"8032","Donald Trump","33","Hillary Clinton Barack Obama",1
"8033","Donald Trump","33","Hillary Clinton Bernie Sanders",0
"8034","Donald Trump","33","Hillary Clinton Elizabeth Warren",0
"8035","Donald Trump","33","Hillary Clinton George W. Bush",1
"8036","Donald Trump","33","Hillary Clinton Joe Biden",1
"8037","Donald Trump","33","Hillary Clinton Richard Nixon",1
"8038","Donald Trump","33","Hillary Clinton Ronald Reagan",1
"8039","Donald Trump","33","Joe Biden Abraham Lincoln",1
"8040","Donald Trump","33","Joe Biden Barack Obama",0
"8041","Donald Trump","33","Joe Biden Bernie Sanders",0
"8042","Donald Trump","33","Joe Biden Elizabeth Warren",0
"8043","Donald Trump","33","Joe Biden George W. Bush",1
"8044","Donald Trump","33","Joe Biden Hillary Clinton",0
"8045","Donald Trump","33","Joe Biden Richard Nixon",1
"8046","Donald Trump","33","Joe Biden Ronald Reagan",1
"8047","Donald Trump","33","Richard Nixon Abraham Lincoln",0
"8048","Donald Trump","33","Richard Nixon Barack Obama",0
"8049","Donald Trump","33","Richard Nixon Bernie Sanders",1
"8050","Donald Trump","33","Richard Nixon Elizabeth Warren",0
"8051","Donald Trump","33","Richard Nixon George W. Bush",0
"8052","Donald Trump","33","Richard Nixon Hillary Clinton",0
"8053","Donald Trump","33","Richard Nixon Joe Biden",0
"8054","Donald Trump","33","Richard Nixon Ronald Reagan",0
"8055","Donald Trump","33","Ronald Reagan Abraham Lincoln",0
"8056","Donald Trump","33","Ronald Reagan Barack Obama",0
"8057","Donald Trump","33","Ronald Reagan Bernie Sanders",0
"8058","Donald Trump","33","Ronald Reagan Elizabeth Warren",1
"8059","Donald Trump","33","Ronald Reagan George W. Bush",1
"8060","Donald Trump","33","Ronald Reagan Hillary Clinton",0
"8061","Donald Trump","33","Ronald Reagan Joe Biden",0
"8062","Donald Trump","33","Ronald Reagan Richard Nixon",1
"8063","Abraham Lincoln","34","Barack Obama Bernie Sanders",0
"8064","Abraham Lincoln","34","Barack Obama Donald Trump",0
"8065","Abraham Lincoln","34","Barack Obama Elizabeth Warren",0
"8066","Abraham Lincoln","34","Barack Obama George W. Bush",0
"8067","Abraham Lincoln","34","Barack Obama Hillary Clinton",0
"8068","Abraham Lincoln","34","Barack Obama Joe Biden",0
"8069","Abraham Lincoln","34","Barack Obama Richard Nixon",0
"8070","Abraham Lincoln","34","Barack Obama Ronald Reagan",0
"8071","Abraham Lincoln","34","Bernie Sanders Barack Obama",1
"8072","Abraham Lincoln","34","Bernie Sanders Donald Trump",0
"8073","Abraham Lincoln","34","Bernie Sanders Elizabeth Warren",1
"8074","Abraham Lincoln","34","Bernie Sanders George W. Bush",0
"8075","Abraham Lincoln","34","Bernie Sanders Hillary Clinton",0
"8076","Abraham Lincoln","34","Bernie Sanders Joe Biden",0
"8077","Abraham Lincoln","34","Bernie Sanders Richard Nixon",0
"8078","Abraham Lincoln","34","Bernie Sanders Ronald Reagan",1
"8079","Abraham Lincoln","34","Donald Trump Barack Obama",1
"8080","Abraham Lincoln","34","Donald Trump Bernie Sanders",1
"8081","Abraham Lincoln","34","Donald Trump Elizabeth Warren",1
"8082","Abraham Lincoln","34","Donald Trump George W. Bush",0
"8083","Abraham Lincoln","34","Donald Trump Hillary Clinton",0
"8084","Abraham Lincoln","34","Donald Trump Joe Biden",1
"8085","Abraham Lincoln","34","Donald Trump Richard Nixon",1
"8086","Abraham Lincoln","34","Donald Trump Ronald Reagan",1
"8087","Abraham Lincoln","34","Elizabeth Warren Barack Obama",1
"8088","Abraham Lincoln","34","Elizabeth Warren Bernie Sanders",1
"8089","Abraham Lincoln","34","Elizabeth Warren Donald Trump",0
"8090","Abraham Lincoln","34","Elizabeth Warren George W. Bush",0
"8091","Abraham Lincoln","34","Elizabeth Warren Hillary Clinton",1
"8092","Abraham Lincoln","34","Elizabeth Warren Joe Biden",0
"8093","Abraham Lincoln","34","Elizabeth Warren Richard Nixon",0
"8094","Abraham Lincoln","34","Elizabeth Warren Ronald Reagan",1
"8095","Abraham Lincoln","34","George W. Bush Barack Obama",1
"8096","Abraham Lincoln","34","George W. Bush Bernie Sanders",1
"8097","Abraham Lincoln","34","George W. Bush Donald Trump",1
"8098","Abraham Lincoln","34","George W. Bush Elizabeth Warren",1
"8099","Abraham Lincoln","34","George W. Bush Hillary Clinton",1
"8100","Abraham Lincoln","34","George W. Bush Joe Biden",1
"8101","Abraham Lincoln","34","George W. Bush Richard Nixon",1
"8102","Abraham Lincoln","34","George W. Bush Ronald Reagan",1
"8103","Abraham Lincoln","34","Hillary Clinton Barack Obama",1
"8104","Abraham Lincoln","34","Hillary Clinton Bernie Sanders",1
"8105","Abraham Lincoln","34","Hillary Clinton Donald Trump",0
"8106","Abraham Lincoln","34","Hillary Clinton Elizabeth Warren",1
"8107","Abraham Lincoln","34","Hillary Clinton George W. Bush",0
"8108","Abraham Lincoln","34","Hillary Clinton Joe Biden",1
"8109","Abraham Lincoln","34","Hillary Clinton Richard Nixon",0
"8110","Abraham Lincoln","34","Hillary Clinton Ronald Reagan",1
"8111","Abraham Lincoln","34","Joe Biden Barack Obama",1
"8112","Abraham Lincoln","34","Joe Biden Bernie Sanders",0
"8113","Abraham Lincoln","34","Joe Biden Donald Trump",0
"8114","Abraham Lincoln","34","Joe Biden Elizabeth Warren",0
"8115","Abraham Lincoln","34","Joe Biden George W. Bush",0
"8116","Abraham Lincoln","34","Joe Biden Hillary Clinton",0
"8117","Abraham Lincoln","34","Joe Biden Richard Nixon",0
"8118","Abraham Lincoln","34","Joe Biden Ronald Reagan",0
"8119","Abraham Lincoln","34","Richard Nixon Barack Obama",1
"8120","Abraham Lincoln","34","Richard Nixon Bernie Sanders",1
"8121","Abraham Lincoln","34","Richard Nixon Donald Trump",0
"8122","Abraham Lincoln","34","Richard Nixon Elizabeth Warren",0
"8123","Abraham Lincoln","34","Richard Nixon George W. Bush",0
"8124","Abraham Lincoln","34","Richard Nixon Hillary Clinton",0
"8125","Abraham Lincoln","34","Richard Nixon Joe Biden",1
"8126","Abraham Lincoln","34","Richard Nixon Ronald Reagan",0
"8127","Abraham Lincoln","34","Ronald Reagan Barack Obama",1
"8128","Abraham Lincoln","34","Ronald Reagan Bernie Sanders",1
"8129","Abraham Lincoln","34","Ronald Reagan Donald Trump",0
"8130","Abraham Lincoln","34","Ronald Reagan Elizabeth Warren",0
"8131","Abraham Lincoln","34","Ronald Reagan George W. Bush",0
"8132","Abraham Lincoln","34","Ronald Reagan Hillary Clinton",0
"8133","Abraham Lincoln","34","Ronald Reagan Joe Biden",0
"8134","Abraham Lincoln","34","Ronald Reagan Richard Nixon",0
"8135","Barack Obama","34","Abraham Lincoln Bernie Sanders",0
"8136","Barack Obama","34","Abraham Lincoln Donald Trump",0
"8137","Barack Obama","34","Abraham Lincoln Elizabeth Warren",0
"8138","Barack Obama","34","Abraham Lincoln George W. Bush",0
"8139","Barack Obama","34","Abraham Lincoln Hillary Clinton",0
"8140","Barack Obama","34","Abraham Lincoln Joe Biden",1
"8141","Barack Obama","34","Abraham Lincoln Richard Nixon",0
"8142","Barack Obama","34","Abraham Lincoln Ronald Reagan",0
"8143","Barack Obama","34","Bernie Sanders Abraham Lincoln",0
"8144","Barack Obama","34","Bernie Sanders Donald Trump",0
"8145","Barack Obama","34","Bernie Sanders Elizabeth Warren",1
"8146","Barack Obama","34","Bernie Sanders George W. Bush",0
"8147","Barack Obama","34","Bernie Sanders Hillary Clinton",0
"8148","Barack Obama","34","Bernie Sanders Joe Biden",1
"8149","Barack Obama","34","Bernie Sanders Richard Nixon",0
"8150","Barack Obama","34","Bernie Sanders Ronald Reagan",0
"8151","Barack Obama","34","Donald Trump Abraham Lincoln",1
"8152","Barack Obama","34","Donald Trump Bernie Sanders",1
"8153","Barack Obama","34","Donald Trump Elizabeth Warren",1
"8154","Barack Obama","34","Donald Trump George W. Bush",0
"8155","Barack Obama","34","Donald Trump Hillary Clinton",1
"8156","Barack Obama","34","Donald Trump Joe Biden",1
"8157","Barack Obama","34","Donald Trump Richard Nixon",0
"8158","Barack Obama","34","Donald Trump Ronald Reagan",1
"8159","Barack Obama","34","Elizabeth Warren Abraham Lincoln",0
"8160","Barack Obama","34","Elizabeth Warren Bernie Sanders",1
"8161","Barack Obama","34","Elizabeth Warren Donald Trump",0
"8162","Barack Obama","34","Elizabeth Warren George W. Bush",0
"8163","Barack Obama","34","Elizabeth Warren Hillary Clinton",0
"8164","Barack Obama","34","Elizabeth Warren Joe Biden",1
"8165","Barack Obama","34","Elizabeth Warren Richard Nixon",0
"8166","Barack Obama","34","Elizabeth Warren Ronald Reagan",0
"8167","Barack Obama","34","George W. Bush Abraham Lincoln",1
"8168","Barack Obama","34","George W. Bush Bernie Sanders",1
"8169","Barack Obama","34","George W. Bush Donald Trump",1
"8170","Barack Obama","34","George W. Bush Elizabeth Warren",1
"8171","Barack Obama","34","George W. Bush Hillary Clinton",1
"8172","Barack Obama","34","George W. Bush Joe Biden",1
"8173","Barack Obama","34","George W. Bush Richard Nixon",0
"8174","Barack Obama","34","George W. Bush Ronald Reagan",0
"8175","Barack Obama","34","Hillary Clinton Abraham Lincoln",1
"8176","Barack Obama","34","Hillary Clinton Bernie Sanders",0
"8177","Barack Obama","34","Hillary Clinton Donald Trump",0
"8178","Barack Obama","34","Hillary Clinton Elizabeth Warren",0
"8179","Barack Obama","34","Hillary Clinton George W. Bush",0
"8180","Barack Obama","34","Hillary Clinton Joe Biden",1
"8181","Barack Obama","34","Hillary Clinton Richard Nixon",0
"8182","Barack Obama","34","Hillary Clinton Ronald Reagan",0
"8183","Barack Obama","34","Joe Biden Abraham Lincoln",1
"8184","Barack Obama","34","Joe Biden Bernie Sanders",0
"8185","Barack Obama","34","Joe Biden Donald Trump",0
"8186","Barack Obama","34","Joe Biden Elizabeth Warren",0
"8187","Barack Obama","34","Joe Biden George W. Bush",0
"8188","Barack Obama","34","Joe Biden Hillary Clinton",0
"8189","Barack Obama","34","Joe Biden Richard Nixon",0
"8190","Barack Obama","34","Joe Biden Ronald Reagan",0
"8191","Barack Obama","34","Richard Nixon Abraham Lincoln",1
"8192","Barack Obama","34","Richard Nixon Bernie Sanders",1
"8193","Barack Obama","34","Richard Nixon Donald Trump",0
"8194","Barack Obama","34","Richard Nixon Elizabeth Warren",1
"8195","Barack Obama","34","Richard Nixon George W. Bush",0
"8196","Barack Obama","34","Richard Nixon Hillary Clinton",1
"8197","Barack Obama","34","Richard Nixon Joe Biden",1
"8198","Barack Obama","34","Richard Nixon Ronald Reagan",1
"8199","Barack Obama","34","Ronald Reagan Abraham Lincoln",1
"8200","Barack Obama","34","Ronald Reagan Bernie Sanders",1
"8201","Barack Obama","34","Ronald Reagan Donald Trump",1
"8202","Barack Obama","34","Ronald Reagan Elizabeth Warren",1
"8203","Barack Obama","34","Ronald Reagan George W. Bush",0
"8204","Barack Obama","34","Ronald Reagan Hillary Clinton",1
"8205","Barack Obama","34","Ronald Reagan Joe Biden",1
"8206","Barack Obama","34","Ronald Reagan Richard Nixon",0
