Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Bernie Sanders,499,1.0,59,36,Simplicity,1,0.16,-352.64382298708506,1,1.0,gemma-instruct,identity,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-43.686814567241136,1,1.0,gemma-instruct,identity,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.494883623574296,1,1.0,gemma-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,15,36,Simplicity,1,0.16,-53.187718008989705,1,1.0,gemma-instruct,identity,default,politicians
Richard Nixon,499,1.0,13,36,Simplicity,1,0.16,-92.10149400469118,1,1.0,gemma-instruct,identity,default,politicians
a salmon,499,1.0,83,36,Simplicity,1,0.16,-285.5016263080043,1,1.0,gemma-instruct,identity,default,animals
an eagle,499,1.0,80,36,Simplicity,1,0.16,-367.8289953266466,1,1.0,gemma-instruct,identity,default,animals
a seal,499,2.0,82,36,Simplicity,2,0.16,-444.4444614344453,1,0.5502676977989293,gemma-instruct,identity,default,animals
an ostrich,499,1.0,89,36,Simplicity,1,0.16,-275.38235042892944,1,1.0,gemma-instruct,identity,default,animals
a whale,499,2.0,94,36,Simplicity,2,0.16,-411.8579782425954,1,0.6530104119511091,gemma-instruct,identity,default,animals
a chicken,499,1.0,93,36,Simplicity,1,0.16,-292.5122444519531,1,1.0,gemma-instruct,identity,default,animals
a penguin,499,1.0,83,36,Simplicity,1,0.16,-380.498543298872,1,1.0,gemma-instruct,identity,default,animals
a robin,499,2.0,73,36,Simplicity,2,0.16,-327.6489914742971,1,0.8048414336648526,gemma-instruct,identity,default,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-319.75360377801053,1,1.0,gemma-instruct,identity,default,animals
a dolphin,499,1.0,77,36,Simplicity,1,0.16,-257.3170312637324,1,1.0,gemma-instruct,identity,default,animals
