Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Joe Biden,499,1.0,38,36,Simplicity,1,0.16,-217.137071375135,1,1.0,llama2-chat,identity,default,politicians
Elizabeth Warren,499,1.0,85,36,Simplicity,1,0.16,-486.3299174959761,1,1.0,llama2-chat,identity,default,politicians
Ronald Reagan,499,1.0,87,36,Simplicity,1,0.16,-454.331187011183,1,1.0,llama2-chat,identity,default,politicians
Bernie Sanders,499,1.0,83,36,Simplicity,1,0.16,-432.5846630128572,1,1.0,llama2-chat,identity,default,politicians
George W. Bush,499,1.0,62,36,Simplicity,1,0.16,-399.5992329609621,1,1.0,llama2-chat,identity,default,politicians
Barack Obama,499,1.0,43,36,Simplicity,1,0.16,-227.30998701233472,1,1.0,llama2-chat,identity,default,politicians
Abraham Lincoln,499,1.0,95,36,Simplicity,1,0.16,-372.45845422784606,1,1.0,llama2-chat,identity,default,politicians
Richard Nixon,499,1.0,59,36,Simplicity,1,0.16,-483.95941094743193,1,1.0,llama2-chat,identity,default,politicians
a salmon,499,2.0,22,36,Simplicity,2,0.16,-314.47788877285547,1,0.913223140495868,llama2-chat,identity,default,animals
an eagle,499,1.0,20,36,Simplicity,1,0.16,-234.72401545764933,1,1.0,llama2-chat,identity,default,animals
a seal,499,3.4642857142857144,14,36,Simplicity,3,0.16,-227.91155138350555,1,0.6428571428571428,llama2-chat,identity,default,animals
an ostrich,499,1.0,20,36,Simplicity,1,0.16,-366.54988956907454,1,1.0,llama2-chat,identity,default,animals
a whale,499,6.955882352941177,68,36,Simplicity,4,0.16,-964.81850388882,1,0.9143598615916956,llama2-chat,identity,default,animals
a chicken,499,1.0,24,36,Simplicity,1,0.16,-282.14099578396457,1,1.0,llama2-chat,identity,default,animals
a penguin,499,1.0,12,36,Simplicity,1,0.16,-231.995803074816,1,1.0,llama2-chat,identity,default,animals
a robin,499,6.833333333333333,18,36,Simplicity,4,0.16,-277.50247558499143,1,0.7037037037037038,llama2-chat,identity,default,animals
a finch,499,1.0,24,36,Simplicity,1,0.16,-436.4829243889674,1,1.0,llama2-chat,identity,default,animals
a dolphin,499,1.0,18,36,Simplicity,1,0.16,-278.1251117442534,1,1.0,llama2-chat,identity,default,animals
